CWD_Barcod,Kill_Date,Township,Range,Range_Dir,Section,Quarter_Se,Deer_Sex,DTRSQ,X,Y
332079,10/9/2016,10,2,4,27,1,M,410022710,-90.23675015,43.31843844
332090,2/7/2017,9,3,4,13,2,F,409031320,-90.08868877,43.26041706
332102,11/20/2016,9,2,4,8,7,M,409020800,-90.28150683,43.27136762
332105,11/20/2016,10,4,4,19,1,F,410041910,-90.05881467,43.33291649
332115,11/5/2016,8,3,4,21,8,M,408032100,-90.14321765,43.15492194
332121,12/11/2015,10,4,4,17,4,F,410041740,-90.03889661,43.3401151
332122,11/9/2016,8,5,4,30,4,M,408053040,-89.94190876,43.13606027
332123,11/8/2016,10,2,4,34,1,M,410023410,-90.23662179,43.30386431
332129,11/3/2016,9,3,4,22,7,M,409032200,-90.12341125,43.24262787
332132,11/1/2016,10,1,4,13,7,M,410011300,-90.32043792,43.34404265
332137,11/22/2015,9,6,4,17,6,M,409061700,-89.80897426,43.2563035
332138,11/23/2015,10,2,4,35,2,M,410023520,-90.22666577,43.30385646
332144,11/22/2015,10,2,4,27,3,M,410022730,-90.24667822,43.31111737
332166,11/29/2015,10,4,4,21,6,F,410042100,-90.02430025,43.32924555
332167,11/28/2015,10,3,4,34,4,M,410033440,-90.11833355,43.2966475
332169,11/28/2015,8,2,4,17,1,M,408021710,-90.27641472,43.17322352
332172,11/29/2015,10,4,4,18,4,M,410041840,-90.05858658,43.34017295
332173,11/29/2015,10,4,4,18,4,F,410041840,-90.05858658,43.34017295
332179,11/28/2015,10,2,4,25,2,F,410022520,-90.20697411,43.3184909
332181,11/28/2015,10,3,4,18,5,M,410031800,-90.18206135,43.34370642
332189,11/23/2015,10,4,4,16,5,M,410041600,-90.02411702,43.34376395
332194,11/22/2015,10,2,4,35,0,M,410023500,-90.22175519,43.30025212
332195,11/21/2015,10,1,4,26,4,M,410012640,-90.33571862,43.31182302
332196,11/25/2015,9,4,4,14,7,M,409041400,-89.98490167,43.25677423
332201,11/22/2015,9,2,4,4,5,M,409020400,-90.2616635,43.28579979
332207,11/24/2015,8,2,4,25,3,M,408022530,-90.20686496,43.13701204
332212,11/22/2015,9,4,4,34,7,M,409043400,-90.0046643,43.21339783
332217,11/22/2015,10,4,4,18,3,M,410041830,-90.06841042,43.3401214
332219,11/21/2015,10,3,4,9,8,M,410030900,-90.14237798,43.35795649
332222,11/21/2015,9,5,4,6,1,M,409050610,-89.94205754,43.28943918
332232,10/29/2015,3,5,4,3,1,F,403050310,-89.88269915,42.76634928
332790,4/2/2016,25,6,4,23,3,M,425062330,-89.7620435,44.63083095
333253,11/7/2015,8,5,4,29,3,F,408052930,-89.93203353,43.13606397
333254,10/23/2015,5,6,4,32,4,F,405063240,-89.80386032,42.860981
333255,10/20/2015,7,6,4,4,4,M,407060440,-89.78426598,43.10764268
333275,11/19/2017,8,1,4,7,3,M,408010730,-90.42426557,43.17966088
333286,11/26/2015,6,1,4,7,3,F,406010730,-90.42379935,43.00613998
333303,11/19/2016,9,5,4,36,8,M,409053600,-89.84802819,43.21286206
333304,11/21/2016,7,5,4,16,1,M,407051610,-89.90205963,43.08553666
333307,11/21/2016,11,7,4,6,3,M,411070630,-89.71457395,43.45632237
333326,11/22/2015,10,1,4,12,3,M,410011230,-90.32523716,43.3549165
333334,11/21/2015,10,1,4,24,1,M,410012410,-90.31573697,43.33307703
333341,11/22/2015,10,3,4,16,3,M,410031630,-90.14744154,43.33991566
333348,11/22/2015,10,2,4,28,4,M,410022840,-90.25674334,43.31114699
333349,11/22/2015,10,2,4,28,4,M,410022840,-90.25674334,43.31114699
333358,11/22/2015,10,2,4,25,2,F,410022520,-90.20697411,43.3184909
333362,11/21/2015,10,2,4,13,7,M,410021300,-90.20184578,43.34382047
333366,11/21/2015,11,3,4,1,1,M,411030110,-90.07791641,43.46386468
333369,11/13/2015,8,1,4,13,3,M,408011330,-90.32518625,43.16599176
333377,11/8/2015,11,3,4,19,3,M,411031930,-90.18711715,43.41268401
333378,11/9/2015,10,2,4,7,1,M,410020710,-90.29631232,43.36185777
333382,11/5/2015,10,3,4,29,4,M,410032940,-90.15778609,43.31093459
333383,11/5/2015,10,1,4,2,1,M,410010210,-90.33513905,43.37648955
333386,11/3/2015,10,3,4,13,4,M,410031340,-90.07825132,43.3400533
333387,10/31/2015,8,2,4,33,2,M,408023320,-90.26583191,43.12995718
333394,10/26/2015,9,4,4,14,4,M,409041440,-89.97992956,43.25316658
333398,10/23/2015,9,2,4,21,1,M,409022110,-90.25674175,43.24587967
333406,9/20/2015,9,1,4,3,1,M,409010310,-90.35559927,43.28916026
333409,10/8/2015,10,3,4,19,2,F,410031920,-90.18704623,43.33290531
333410,10/11/2015,9,3,4,7,1,M,409030710,-90.17782465,43.27479035
333438,12/13/2015,6,5,4,17,2,F,406051720,-89.93238621,42.9986475
333443,11/5/2016,8,3,4,32,2,M,408033220,-90.1675635,43.12964181
333444,12/30/2015,6,4,4,21,4,F,406042140,-90.02016763,42.97710062
333833,10/23/2016,6,2,4,9,3,F,406020930,-90.26614998,43.00753358
333836,11/14/2016,11,2,4,12,3,M,411021230,-90.20666726,43.44164738
333840,10/9/2016,5,14,4,30,4,M,405143040,-88.88092652,42.8636539
334124,11/27/2015,4,9,4,32,4,F,404093240,-89.45238092,42.77364095
334150,11/28/2015,7,3,4,14,4,M,407031440,-90.09822813,43.07989319
334153,11/22/2015,10,4,4,33,4,M,410043340,-90.01950003,43.29672382
334156,11/25/2015,8,7,4,33,1,M,408073310,-89.66516328,43.12970927
334220,11/14/2015,7,5,4,21,1,M,407052110,-89.90205306,43.07120717
334225,11/9/2015,7,3,4,32,1,M,407033210,-90.1574178,43.04409579
334232,11/6/2015,7,8,4,20,4,M,407082040,-89.5665644,43.06383401
334234,11/3/2015,8,7,4,33,2,M,408073320,-89.67514295,43.12972507
334240,10/25/2015,9,8,4,8,2,M,409080820,-89.57588426,43.27529593
334245,10/25/2015,7,5,4,11,3,M,407051130,-89.87244514,43.09274167
334247,10/18/2015,7,3,4,3,3,F,407030330,-90.12806058,43.10871605
334251,10/10/2015,6,4,4,35,2,F,406043520,-89.99076591,42.9550029
334253,10/3/2015,5,4,4,16,1,M,405041610,-90.02001684,42.91226086
334255,9/13/2015,7,6,4,30,3,F,407063030,-89.83354347,43.04961988
334263,11/23/2015,8,5,4,23,7,M,408052300,-89.86788461,43.1545596
334326,11/21/2015,6,2,4,14,5,M,406021400,-90.22144899,42.99626341
334343,11/7/2015,9,4,4,35,2,M,409043520,-89.98988633,43.21697575
334353,11/21/2015,9,5,4,32,1,M,409053210,-89.9221508,43.21685157
334395,11/29/2015,7,2,4,17,4,M,407021740,-90.27561122,43.0801548
334457,11/21/2015,8,2,4,7,4,F,408020740,-90.29610027,43.18053537
334469,11/21/2015,6,8,4,13,3,M,406081330,-89.49922808,42.99034429
334541,11/28/2015,10,3,4,26,4,F,410032640,-90.09849249,43.31104306
334568,10/25/2016,9,4,4,1,2,M,409040120,-89.97003563,43.28950536
334579,12/5/2015,7,7,4,18,4,M,407071840,-89.70538957,43.07923962
334590,11/17/2016,10,7,4,25,1,M,410072510,-89.60566449,43.31851866
334847,10/1/2016,19,5,4,29,2,F,419052920,-89.93411682,44.09379845
334850,10/8/2016,5,6,4,28,3,F,405062830,-89.79405076,42.87547452
334911,11/19/2016,9,1,4,14,3,M,409011430,-90.34560164,43.25271665
335000,11/22/2015,8,1,4,21,1,F,408012110,-90.37420687,43.15822231
335007,11/26/2017,6,6,4,4,2,F,406060420,-89.79477342,43.02824516
335010,11/19/2017,8,2,4,31,2,M,408023120,-90.30510432,43.13005793
335011,11/25/2017,7,4,4,18,1,M,407041810,-90.0595466,43.086783
335012,11/18/2017,6,5,2,15,2,M,206051520,-90.95756215,42.99999317
335028,11/26/2017,6,4,4,17,2,M,406041720,-90.05005529,42.99917266
335030,11/26/2017,5,6,4,30,2,F,405063020,-89.83344064,42.88295425
335033,11/26/2017,7,5,4,29,1,M,407052910,-89.92204677,43.05671485
335036,11/3/2017,7,6,4,31,2,F,407063120,-89.83357245,43.04257728
335050,11/25/2017,8,1,4,13,4,F,408011340,-90.31545651,43.16611693
335054,11/25/2017,5,5,4,13,1,F,405051310,-89.84314365,42.91186135
335055,11/25/2017,5,4,4,15,3,M,405041530,-90.01015268,42.9048695
335069,11/23/2017,5,5,4,32,4,F,405053240,-89.92202168,42.86079262
335080,11/19/2017,7,5,4,20,5,M,407052000,-89.92677438,43.06750974
335096,11/18/2017,8,5,4,21,1,M,408052110,-89.90261002,43.15798171
335104,11/23/2017,5,4,4,27,3,M,405042730,-90.01034976,42.87558109
335125,11/19/2016,6,2,4,11,4,M,406021140,-90.21640245,43.00715101
335140,11/18/2017,11,1,4,17,4,M,411011740,-90.39475506,43.42704372
335141,11/18/2017,6,4,4,21,4,M,406042140,-90.02016763,42.97710062
335142,11/18/2017,6,4,4,21,2,M,406042120,-90.03009126,42.98452936
335159,11/21/2016,6,2,4,9,3,M,406020930,-90.26614998,43.00753358
335179,11/19/2016,7,1,2,16,2,M,207011620,-90.50354729,43.08568582
335199,11/18/2017,7,5,4,5,4,M,407050540,-89.9219156,43.10706289
335206,11/19/2017,10,3,4,5,2,M,410030520,-90.16725867,43.37638195
335207,11/19/2017,9,4,4,15,3,F,409041530,-90.00967165,43.25334721
335209,11/18/2017,9,4,4,22,1,M,409042210,-89.99972691,43.24597678
335217,11/21/2017,9,7,4,23,2,M,409072320,-89.63539253,43.24568405
335227,11/19/2017,8,7,4,28,1,M,408072810,-89.66523763,43.14411989
335233,11/19/2017,9,3,4,10,2,M,409031020,-90.12824115,43.27471377
335237,11/19/2017,9,2,4,2,3,M,409020230,-90.22700721,43.28196751
335243,11/19/2017,9,4,4,1,4,M,409040140,-89.96009696,43.28217624
335257,10/30/2017,7,3,4,17,2,M,407031720,-90.16721369,43.08746175
335267,10/29/2017,6,2,4,23,1,F,406022310,-90.21657079,42.98531444
335276,10/22/2017,4,4,4,17,3,F,404041730,-90.05015535,42.81759079
335297,11/18/2017,7,1,4,11,3,M,407011130,-90.34455684,43.09428118
335310,10/15/2017,7,4,4,35,1,F,407043510,-89.98061593,43.04242666
335323,11/25/2017,7,4,4,27,2,M,407042720,-90.01027754,43.05727203
335339,11/12/2017,6,2,4,23,2,M,406022320,-90.22635283,42.98542596
335343,11/11/2017,7,1,4,25,4,M,407012540,-90.31486255,43.05113537
335344,11/10/2017,8,1,4,34,3,M,408013430,-90.36433945,43.12233922
335355,11/3/2017,8,1,4,25,4,M,408012540,-90.31501663,43.13721379
335356,11/5/2017,8,3,4,32,2,M,408033220,-90.1675635,43.12964181
335360,11/4/2017,5,4,4,27,3,M,405042730,-90.01034976,42.87558109
335361,11/4/2017,5,4,4,27,3,M,405042730,-90.01034976,42.87558109
335372,11/2/2017,6,2,4,23,1,F,406022310,-90.21657079,42.98531444
335380,11/23/2017,6,3,4,6,3,M,406030630,-90.18676254,43.02217615
335383,11/18/2017,7,2,4,29,3,M,407022930,-90.28567099,43.05120953
335385,11/20/2017,7,3,4,35,1,M,407033510,-90.09799215,43.04367763
335396,12/21/2016,7,3,4,13,4,M,407031340,-90.07833218,43.07980656
335416,12/10/2016,5,4,4,25,5,F,405042500,-89.96584886,42.87886888
335435,11/20/2016,5,4,4,25,3,F,405042530,-89.97083483,42.87526627
335436,11/19/2016,6,2,4,7,2,M,406020720,-90.30531864,43.0148185
335449,11/26/2016,6,2,4,13,2,M,406021320,-90.20656847,42.99980673
335453,11/25/2016,7,3,4,18,4,M,407031840,-90.17714423,43.08031232
335455,11/23/2016,7,2,4,31,1,M,407023110,-90.29568367,43.04396687
335459,11/26/2016,6,2,4,14,1,M,406021410,-90.21646719,42.9997993
335464,11/19/2016,4,4,4,15,4,M,404041540,-90.00076132,42.81742088
335465,11/21/2016,7,2,4,21,1,M,407022110,-90.25574053,43.07294455
335480,11/25/2016,4,3,4,9,2,F,404030920,-90.14723318,42.83980163
335487,11/3/2017,10,3,4,17,6,M,410031700,-90.16232291,43.34359356
335489,10/30/2017,11,2,4,12,3,M,411021230,-90.20666726,43.44164738
335497,11/24/2016,9,3,4,13,4,M,409031340,-90.07871071,43.25326438
335498,11/25/2016,9,3,4,13,4,M,409031340,-90.07871071,43.25326438
335499,11/26/2016,9,3,4,23,1,M,409032310,-90.0985058,43.24618137
335500,11/26/2016,10,2,4,13,8,M,410021300,-90.20184578,43.34382047
335555,12/21/2016,6,1,4,17,1,F,406011710,-90.39432941,42.99917936
335561,11/19/2016,8,1,4,15,4,M,408011540,-90.35448295,43.16563049
335564,11/20/2016,9,3,4,15,4,M,409031540,-90.11829143,43.25343723
335577,11/20/2016,7,4,4,20,2,M,407042020,-90.04972593,43.07232439
335580,11/20/2016,6,4,4,13,4,F,406041340,-89.9611067,42.99129203
335581,11/20/2016,7,4,4,15,8,F,407041500,-90.00533909,43.08250827
335591,11/20/2016,8,3,4,34,4,M,408033440,-90.11852277,43.12218288
335598,11/19/2016,9,3,4,24,1,M,409032410,-90.0787063,43.2460669
335609,10/31/2017,8,1,4,15,3,M,408011530,-90.36435506,43.16550719
335611,9/24/2017,8,1,4,16,7,F,408011600,-90.37918728,43.16904042
335613,11/13/2017,8,1,4,21,1,M,408012110,-90.37420687,43.15822231
335618,11/20/2016,8,1,4,16,3,F,408011630,-90.38409507,43.16540142
335664,11/22/2016,10,2,4,31,1,M,410023110,-90.29633565,43.30402673
335669,11/20/2016,9,1,2,19,3,M,209011930,-90.54270534,43.23776361
335670,11/19/2016,10,4,4,11,6,M,410041100,-89.98382083,43.35844237
335676,11/21/2016,11,2,2,17,4,M,211021740,-90.63266436,43.42635623
335683,11/19/2016,9,3,4,4,3,F,409030430,-90.14811361,43.28202026
335689,11/20/2016,9,3,4,4,3,M,409030430,-90.14811361,43.28202026
335690,11/20/2016,9,4,4,29,1,M,409042910,-90.03914524,43.23160733
335691,11/20/2016,9,4,4,29,4,M,409042940,-90.03923938,43.22432543
335699,11/20/2016,9,4,4,28,1,F,409042810,-90.01946231,43.23156006
335702,11/20/2016,9,4,4,30,4,M,409043040,-90.05887529,43.22426208
335703,11/19/2016,7,4,4,11,1,F,407041110,-89.9807432,43.10010146
335710,11/19/2016,4,4,4,3,1,M,404040310,-90.00048444,42.85369827
335712,11/20/2016,9,4,4,28,1,M,409042810,-90.01946231,43.23156006
335723,11/19/2016,9,3,4,20,2,M,409032020,-90.16767949,43.24611854
335727,11/19/2016,9,4,4,29,2,M,409042920,-90.04896704,43.23150998
335729,11/19/2016,10,3,4,30,1,M,410033010,-90.17722312,43.31828363
335731,11/19/2016,7,2,4,2,4,M,407020240,-90.21636637,43.10904902
335737,11/19/2016,7,2,4,36,4,M,407023640,-90.19654098,43.03699672
335739,11/19/2016,9,3,4,23,5,M,409032300,-90.10355715,43.24260083
335741,11/19/2016,7,1,4,24,2,M,407012420,-90.32483602,43.07266782
335748,11/19/2016,6,4,4,17,2,M,406041720,-90.05005529,42.99917266
335755,11/8/2017,9,2,4,9,2,F,409020920,-90.26670343,43.27492351
335763,11/4/2017,10,1,4,29,3,M,410012930,-90.40511373,43.31098619
335774,11/4/2017,9,1,4,7,2,M,409010720,-90.42510462,43.27385146
335777,11/19/2017,10,2,4,36,2,M,410023620,-90.20689373,43.30391745
335780,11/18/2017,11,2,4,24,4,M,411022440,-90.19683177,43.41260041
335781,11/19/2017,10,3,4,20,2,M,410032020,-90.16727833,43.33269108
335784,11/19/2017,9,4,4,4,8,M,409040400,-90.02438773,43.28587194
335785,11/19/2017,10,2,4,26,0,M,410022600,-90.2218014,43.3148126
335786,11/18/2017,10,2,4,26,3,M,410022630,-90.22668328,43.31113151
335787,11/18/2017,9,3,4,23,5,M,409032300,-90.10355715,43.24260083
335797,11/19/2017,10,3,4,7,3,M,410030730,-90.18701201,43.35462775
335798,11/18/2017,10,3,4,29,3,M,410032930,-90.16740103,43.31096723
335800,11/18/2017,10,3,4,28,2,M,410032820,-90.14791051,43.31818675
335811,11/18/2017,10,3,4,17,4,M,410031740,-90.15735701,43.33993319
335843,11/18/2017,11,4,4,9,3,M,411040930,-90.02883143,43.44202994
335857,11/18/2017,12,1,4,34,2,M,412013420,-90.36505359,43.47791331
335909,12/10/2016,11,1,4,4,4,F,411010440,-90.3750167,43.45609064
335932,11/25/2016,10,2,4,31,1,M,410023110,-90.29633565,43.30402673
335936,11/26/2016,9,1,2,25,1,M,209012510,-90.43455504,43.23041753
335944,11/26/2016,9,1,4,16,3,M,409011630,-90.38516447,43.25256298
335947,11/26/2016,11,2,2,17,4,M,211021740,-90.63266436,43.42635623
335951,11/25/2016,10,1,4,11,1,M,410011110,-90.33510933,43.36227856
336017,11/18/2017,12,1,2,5,1,M,212010510,-90.51574811,43.54942641
336021,11/21/2017,9,1,4,29,1,F,409012910,-90.39507786,43.23069501
336026,11/21/2017,9,2,4,4,3,F,409020430,-90.26665761,43.28214835
336029,11/20/2017,11,1,4,33,2,F,411013320,-90.38483402,43.39044958
336035,11/21/2017,10,2,4,32,2,M,410023220,-90.28647417,43.30401587
336041,11/18/2017,11,1,2,26,3,M,211012630,-90.46410006,43.39748944
336050,11/19/2017,9,2,4,27,4,M,409022740,-90.23711027,43.22426665
336052,11/19/2017,11,2,4,21,3,M,411022130,-90.26716553,43.41296876
336077,11/19/2017,6,5,4,18,1,F,406051810,-89.94224666,42.99862079
336092,11/18/2017,5,4,4,12,2,F,405041220,-89.97078284,42.92599251
336096,11/19/2017,3,5,4,3,2,M,403050320,-89.89269728,42.76636704
336099,11/19/2017,8,1,4,13,4,M,408011340,-90.31545651,43.16611693
336101,11/19/2017,5,4,4,12,1,M,405041210,-89.96086676,42.92590433
336112,11/18/2017,7,6,4,29,3,M,407062930,-89.81412139,43.049798
336122,11/19/2017,6,5,4,6,4,M,406050640,-89.94236656,43.02042515
336123,11/20/2017,5,7,4,29,3,M,405072930,-89.69639015,42.87582361
336131,11/18/2017,6,3,4,11,3,M,406031130,-90.10779818,43.00724346
336150,11/18/2017,5,5,4,26,1,M,405052610,-89.86272935,42.88280616
336156,11/19/2017,7,5,4,29,1,M,407052910,-89.92204677,43.05671485
336165,11/19/2017,6,5,4,22,2,M,406052220,-89.8929836,42.98425587
336166,11/18/2017,6,4,4,21,2,M,406042120,-90.03009126,42.98452936
336168,11/19/2017,7,5,4,29,4,M,407052940,-89.92211488,43.04953951
336180,11/18/2017,6,4,4,21,2,M,406042120,-90.03009126,42.98452936
336181,11/18/2017,6,5,4,30,1,M,406053010,-89.94224573,42.9695937
336183,11/18/2017,5,5,4,7,4,M,405050740,-89.94240687,42.9193329
336185,11/18/2017,6,5,4,4,2,M,406050420,-89.91270726,43.02777093
336186,11/18/2017,6,5,4,18,1,M,406051810,-89.94224666,42.99862079
336187,11/18/2017,5,4,4,18,1,M,405041810,-90.06011583,42.91278227
336188,11/18/2017,7,5,4,30,4,M,407053040,-89.94173996,43.04944042
336196,11/18/2017,5,5,4,23,3,M,405052330,-89.87255892,42.89007602
336202,11/18/2017,6,5,4,27,2,F,406052720,-89.8929383,42.96980921
336203,11/18/2017,6,5,4,27,1,M,406052710,-89.88295977,42.96979578
336206,11/18/2017,6,5,4,20,3,M,406052030,-89.93240509,42.97692956
336210,11/18/2017,5,5,4,26,1,M,405052610,-89.86272935,42.88280616
336215,11/18/2017,7,4,4,8,4,M,407040840,-90.03992064,43.09387277
336218,11/18/2017,6,2,4,14,3,M,406021430,-90.2263609,42.99267576
336225,11/26/2016,4,3,4,24,2,F,404032420,-90.08805219,42.81021742
336226,11/26/2016,5,5,4,30,2,M,405053020,-89.9514023,42.88266514
336232,11/27/2016,7,5,4,6,4,M,407050640,-89.94169476,43.10699011
336233,11/27/2016,7,5,4,1,2,M,407050120,-89.85282084,43.11463896
336235,11/27/2016,7,4,4,35,1,M,407043510,-89.98061593,43.04242666
336244,11/25/2016,6,4,4,2,4,M,406040240,-89.98065204,43.02025402
336248,11/26/2016,6,6,4,4,4,M,406060440,-89.78503852,43.02092435
336250,11/25/2016,6,2,4,9,2,F,406020920,-90.26612405,43.01484323
336255,11/1/2017,8,1,2,23,1,M,208012310,-90.45436429,43.15797699
336256,10/31/2017,7,2,4,3,3,M,407020330,-90.24572207,43.10899379
336257,11/1/2017,10,5,4,20,1,M,410052010,-89.92192565,43.33320792
336264,10/25/2017,8,3,4,33,5,M,408033300,-90.14284253,43.12597512
336266,10/29/2017,8,2,4,36,3,M,408023630,-90.20664821,43.12250827
336269,11/4/2016,11,2,4,35,3,M,411023530,-90.22665989,43.38394779
336273,10/26/2017,9,3,4,15,2,F,409031520,-90.12811336,43.26042278
336275,10/26/2017,9,3,4,15,2,M,409031520,-90.12811336,43.26042278
336281,10/16/2017,7,6,4,14,8,M,407061400,-89.74994185,43.08259018
336298,12/4/2017,4,5,4,30,1,F,404053010,-89.94147336,42.79524388
336311,11/28/2017,7,5,4,9,1,M,407050910,-89.90215771,43.0999057
336325,11/5/2017,7,7,4,16,1,M,407071610,-89.66553914,43.08631788
336326,11/6/2017,4,3,4,20,2,M,404032020,-90.16710227,42.81114232
336332,10/31/2017,6,7,4,17,3,M,406071730,-89.69645093,42.99189608
336334,10/31/2017,8,6,4,24,1,M,408062410,-89.72442843,43.15885923
336341,11/18/2017,7,7,4,25,2,M,407072520,-89.61589328,43.05673781
336342,11/18/2017,10,3,4,36,1,F,410033610,-90.07854313,43.3039111
336353,11/18/2017,5,6,4,27,2,M,405062720,-89.77447264,42.88262029
336354,11/18/2017,7,7,4,33,1,M,407073310,-89.66600172,43.04262894
336358,11/27/2016,7,4,4,11,4,F,407041140,-89.9806518,43.09285446
336364,11/25/2016,6,2,4,16,4,M,406021640,-90.25627986,42.99296102
336371,11/18/2017,8,6,4,4,4,M,408060440,-89.78394017,43.19483668
336383,11/27/2016,7,6,4,34,2,M,407063420,-89.77496725,43.04273618
336398,11/21/2016,6,5,4,18,5,M,406051800,-89.94679501,42.99500281
336425,10/14/2016,5,6,4,3,7,M,405060300,-89.76979156,42.93723165
336431,12/22/2016,5,6,4,20,4,F,405062040,-89.80419694,42.89001872
336439,12/27/2016,9,2,4,32,3,F,409023230,-90.28662213,43.20968138
336440,11/25/2016,8,3,4,20,1,M,408032010,-90.15804793,43.15858631
336448,3/2/2017,3,6,4,6,3,F,403060630,-89.83402065,42.75990009
336449,3/15/2017,5,3,4,14,1,M,405031410,-90.09835931,42.91232993
336454,11/27/2016,8,3,4,21,1,F,408032110,-90.13831972,43.15850872
336456,11/19/2016,7,4,4,3,2,F,407040320,-90.01021529,43.11491775
336460,11/26/2016,9,4,4,34,4,M,409043440,-89.99973751,43.2098219
336462,11/25/2016,9,3,4,4,9,F,409030400,-90.14310009,43.28569576
336466,11/25/2016,9,3,4,4,9,M,409030400,-90.14310009,43.28569576
336481,12/4/2016,8,1,4,15,4,F,408011540,-90.35448295,43.16563049
336485,12/9/2016,8,5,4,19,1,F,408051910,-89.94208278,43.15788513
336495,12/30/2016,9,3,4,15,2,F,409031520,-90.12811336,43.26042278
336498,12/27/2016,9,5,4,6,2,F,409050620,-89.95104475,43.28944746
336567,9/30/2017,9,3,4,3,1,F,409030310,-90.11836846,43.28937177
33661,11/6/2003,7,5,4,29,2,M,407052920,-89.93180332,43.05668441
336651,2/11/2017,4,7,4,28,3,F,404072830,-89.67712014,42.78876142
336686,12/26/2016,10,4,4,27,5,F,410042700,-90.00476301,43.31478321
336722,12/28/2016,9,5,4,6,1,F,409050610,-89.94205754,43.28943918
336731,11/2/2017,7,4,4,32,1,M,407043210,-90.03996771,43.04325381
336737,11/4/2017,7,4,4,20,3,M,407042030,-90.049755,43.06508698
336743,11/20/2016,6,4,4,27,4,M,406042740,-90.00054393,42.96236033
337158,7/23/2018,6,6,4,4,7,M,406060400,-89.78990457,43.02461769
337162,6/23/2018,6,5,4,3,3,F,406050330,-89.89308483,43.02045985
337168,5/12/2018,7,2,4,2,4,F,407020240,-90.21636637,43.10904902
337170,5/1/2018,8,9,4,31,3,F,408093130,-89.47657552,43.12272386
337173,4/28/2018,5,7,4,33,3,F,405073330,-89.67643353,42.86128825
337174,5/1/2018,8,4,4,29,0,F,408042900,-90.0448209,43.14003557
337218,2/19/2018,10,8,4,3,4,F,410080340,-89.52653607,43.37008229
337530,12/2/2017,11,4,4,2,1,M,411040210,-89.97913788,43.4638826
33763,11/2/2003,6,6,4,16,3,M,406061630,-89.79480772,42.99191713
33778,11/9/2003,6,5,4,6,1,M,406050610,-89.9424447,43.02772719
337805,12/26/2017,10,2,4,32,1,F,410023210,-90.27665724,43.30396745
338005,11/19/2017,12,4,4,18,3,M,412041830,-90.06860098,43.51457853
338069,11/18/2017,15,2,4,15,3,M,415021530,-90.24652559,43.77879354
338092,11/18/2017,8,1,4,24,2,M,408012420,-90.32510974,43.15880154
338243,11/9/2017,15,3,4,31,4,M,415033140,-90.17681254,43.73496896
338826,9/22/2018,10,4,4,11,3,M,410041130,-89.98894031,43.35477131
338871,11/3/2017,10,4,4,36,3,M,410043630,-89.97003543,43.29672229
339189,11/18/2017,10,2,4,33,2,M,410023320,-90.26673036,43.30393551
339230,11/5/2017,6,4,4,18,7,M,406041800,-90.06401268,42.99583873
339433,11/5/2017,7,5,4,20,2,M,407052020,-89.93165941,43.07107376
339481,10/23/2017,11,11,4,33,1,M,411113310,-89.18986034,43.38037754
339563,11/1/2017,8,7,4,33,4,M,408073340,-89.66515743,43.1224987
33958,11/25/2003,7,7,4,15,3,M,407071530,-89.65573701,43.07893269
339681,11/24/2017,10,2,4,16,2,F,410021620,-90.26693769,43.34726516
33971,1/1/2004,8,4,4,33,3,F,408043330,-90.03000542,43.12201194
339739,11/19/2017,10,2,4,16,1,M,410021610,-90.25694348,43.34723798
339812,4/23/2018,5,13,4,25,1,F,405132510,-88.89952832,42.87148894
340010,11/24/2017,6,17,4,25,2,M,406172520,-88.43943548,42.95571401
340016,11/18/2017,18,5,4,6,1,F,418050610,-89.9436383,44.0647475
340153,2/17/2018,4,5,4,7,3,M,404050730,-89.95110092,42.83162131
340189,11/22/2017,4,14,4,5,3,M,404140530,-88.87132419,42.83365424
340249,11/19/2017,11,3,4,7,5,M,411030700,-90.1822261,43.4454363
340376,12/29/2017,6,4,4,20,1,F,406042010,-90.03992489,42.98466408
340377,12/25/2017,6,5,4,18,1,F,406051810,-89.94224666,42.99862079
340385,12/10/2017,6,6,4,36,2,F,406063620,-89.73537723,42.95559997
340460,12/10/2017,7,2,4,17,1,F,407021710,-90.27550134,43.08740016
340476,11/26/2017,10,8,4,12,3,M,410081230,-89.49674621,43.35567763
340495,1/1/2018,7,2,4,27,1,F,407022710,-90.2362255,43.05859231
340522,1/1/2018,12,1,4,12,3,F,412011230,-90.32559755,43.52827957
340557,11/22/2017,9,2,4,3,3,M,409020330,-90.2468708,43.2820815
340563,11/23/2017,12,1,2,21,3,M,212012130,-90.50529579,43.49901163
340566,11/22/2017,5,5,4,13,4,M,405051340,-89.84307477,42.9046398
340574,11/23/2017,6,3,4,35,4,M,406033540,-90.09805188,42.94882825
340582,11/19/2017,8,3,4,27,4,M,408032740,-90.1183976,43.13656789
340590,11/20/2017,7,1,4,14,1,F,407011410,-90.33469929,43.08706897
340592,11/26/2017,7,3,4,32,2,F,407033220,-90.16733233,43.04410213
340600,11/25/2017,7,1,4,1,1,F,407010110,-90.3148586,43.1159691
340609,11/25/2017,8,1,4,19,1,M,408011910,-90.41376657,43.15814041
340610,12/9/2017,5,4,4,8,2,F,405040820,-90.05025502,42.92749098
340611,11/18/2017,8,1,4,19,1,M,408011910,-90.41376657,43.15814041
340620,11/21/2017,6,4,4,26,2,M,406042620,-89.99074537,42.96955408
340622,11/22/2017,6,4,4,3,2,M,406040320,-90.01022014,43.02777907
